YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,LATEST_PPC_ADDRESS_POSTCODE,LSOA11_CODE,UDA_PERF_TARGET,UDA_FIN_VAL,UDA_DELIVERED,LATE_SUBMITTED_FP17,UDA_DELIVERED_FD,BAND_1_DELIVERED,"BAND_2A_DELIVERED ",BAND_2B_DELIVERED,BAND_2C_DELIVERED,BAND_3_DELIVERED,BAND_URGENT_DELIVERED,BAND_OTHER_DELIVERED,CHILD_12M_COUNT,ADULT_24M_COUNT,GENERAL_DENTAL_FIN_VALUE
202312,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1020240001,Teamcare Dental Practice,MK40 3LH,E01017469,7400,213939.55,494.4,0,0,195,55,5,2,6,17,3,350,1957,213939.55
202312,QWO,West Yorkshire ICB,1020260000,Local Care Direct (LCD),HD2 1GQ,E01011102,1,1.12,,,,,,,,,,,,,1.12
202312,QUY,"Bristol, North Somerset and South Gloucestershire ICB",1020270000,MISS IR BORMANN,BS7 8AE,E01014671,5000,150200.29,225.2,0,0,108,15,2,1,4,6,0,258,516,150200.29
202312,QHL,Birmingham and Solihull ICB,1020320001,Sutton Dental Care,B72 1SD,E01009424,7800,318501.16,434.2,0,108,196,44,4,1,4,26,0,804,1985,318501.16
202312,QKS,Kent And Medway ICB,1020400001,Dr Fayaz Jetha,ME10 1NA,E01024562,8926,266370.68,528.8,0,0,146,58,18,0,7,29,0,1868,872,266370.68
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1020460000,Dentalcare Swindon Ltd,SN25 3DQ,E01015529,19451,568068.14,1284.2,0,0,458,163,25,1,12,51,0,1906,4387,568068.14
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1020490000,The Dental Company Limited,BA15 1DA,E01032050,20000,638113.46,1476.8,0,0,708,155,20,1,7,94,0,2603,5115,638113.46
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1020510000,Dentalcare Westbury Limited,BA13 3DR,E01032119,9000,283836.25,629.4,0,0,262,52,16,2,3,67,1,1447,2653,283836.25
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1020520000,Dentalcare (Southern) Limited,BA14 8SA,E01032101,26375,728851.24,1780,1,0,554,182,49,4,25,89,1,2161,5722,728851.24
202312,QYG,Cheshire and Merseyside ICB,1020590001,Chester Road Dental Practice,CW8 4AN,E01018711,13313,470305.64,558.6,1,0,110,80,5,0,6,94,0,432,2547,411238.64
202312,QJK,Devon ICB,1020630000,Nuvo Dawlish Limited,EX7 9HB,E01020235,6598,187089.85,302.4,0,161,106,27,8,0,5,12,1,439,1136,187089.85
202312,QWO,West Yorkshire ICB,1020730000,MR SH BASHIR,BD7 2LS,E01033697,8413,273031.09,492.8,0,0,187,48,14,1,4,9,4,1179,2614,273031.09
202312,QWO,West Yorkshire ICB,1020750000,MR A STEVENSON,HD8 9AE,E01011113,5620,188208.77,420,0,0,137,44,14,2,4,15,1,402,1348,188208.77
202312,QWO,West Yorkshire ICB,1020760000,Seacroft Dental Practice,LS14 6HT,E01011665,21548,747819.98,1790.6,0,0,371,141,60,15,44,38,8,1258,4781,747819.98
202312,QWO,West Yorkshire ICB,1020770000,Great Horton DentCare Limited,BD7 4PY,E01010663,14166,451284.32,1144.4,0,0,663,61,28,0,10,32,0,1155,2746,451284.32
202312,QNQ,Frimley ICB,1020780000,Anmol Chander,TW18 4ND,E01030736,3500,95086.96,149.6,0,0,78,9,1,0,3,3,0,516,498,95086.96
202312,QWO,West Yorkshire ICB,1020790000,MR NT SALEEM,HD2 2TW,E01011040,6500,236862.2,359.4,0,0,96,31,6,0,8,37,0,575,1945,236862.2
202312,QWO,West Yorkshire ICB,1020800000,MR NT SALEEM,HX4 8AG,E01010898,11688,363133.12,858.2,1,0,246,99,39,0,7,31,0,841,2887,363133.12
202312,QOQ,Humber and North Yorkshire ICB,1020810000,Harrogate Dental Care Limited,HG2 7DB,E01027663,27140,935779.26,1839.2,0,0,375,199,61,1,26,201,2,2082,8878,935779.26
202312,QKS,Kent And Medway ICB,1020850000,Saimo Ltd,DA1 1HD,E01024182,17256,543894.59,1271.4,0,0,368,121,34,2,29,7,0,2004,4297,543894.59
202312,QKS,Kent And Medway ICB,1020860000,Saimo Ltd,DA1 1HD,E01024182,3744,75260.93,63.2,0,0,2,0,0,0,0,51,0,15,102,1.05
202312,QNX,Sussex ICB,1020920000,Dumbledore Dental Care Ltd,BN2 4EB,E01016912,17256,543894.59,2250.4,0,0,367,205,102,0,60,2,3,1524,4024,543894.59
202312,QNX,Sussex ICB,1020930000,Dumbledore Dental Care Ltd,BN2 4EB,E01016912,3744,75260.98,25.8,0,0,0,1,0,0,0,19,0,3,23,1.1
202312,QOQ,Humber and North Yorkshire ICB,1020960000,MRS M HAMER,LS23 6BT,E01011711,3900,124241.76,249.2,0,0,50,48,7,0,1,6,1,309,996,124241.76
202312,QKS,Kent And Medway ICB,1020990000,MR PK CHOPRA,ME10 1NQ,E01024559,5752,164074.87,460.4,0,0,225,42,14,0,2,12,1,1049,1628,164074.87
202312,QKS,Kent And Medway ICB,1021000000,MR PK CHOPRA,ME10 1NQ,E01024559,1248,25088.05,,,,,,,,,,,308,365,1.05
202312,QKS,Kent And Medway ICB,1021020000,MR PK CHOPRA,CT1 1LN,E01024093,5752,155398.46,145.8,0,0,20,19,8,0,2,4,0,1470,1339,155398.46
202312,QKS,Kent And Medway ICB,1021030000,MR PK CHOPRA,CT1 1LN,E01024093,1248,25088.05,141,0,0,41,4,2,0,6,5,0,205,296,1.05
202312,QYG,Cheshire and Merseyside ICB,1021720001,Crystal Dental Clinic Ltd,SK11 8AA,E01018625,13705,447342.46,945.2,0,0,343,87,27,0,12,51,4,1069,3375,447342.46
202312,QKS,Kent And Medway ICB,1021750000,Franklin House Practice,ME7 4DF,E01016041,0,52829,154,0,0,25,20,3,0,0,45,0,255,134,1
202312,QXU,Surrey Heartlands ICB,1021930000,MR S YOURDSHAHYAN,KT15 2GL,E01030645,8752,240962.23,505,0,0,100,37,12,0,17,25,0,384,1024,240962.23
202312,QXU,Surrey Heartlands ICB,1022000000,Mezis Healthcare Ltd,KT14 6NE,E01031004,3000,89965.56,111,0,0,49,8,4,0,1,5,0,513,97,89965.56
202312,QWO,West Yorkshire ICB,1022010000,YDPD Limited,LS22 6NZ,E01011704,2182,55993.77,133,1,0,76,14,2,0,0,5,0,696,232,55993.77
202312,QWO,West Yorkshire ICB,1022030000,Aurum Dental Care UK Limited,BD9 4QU,E01010676,4698,149673.7,279,0,0,2,0,44,3,3,0,0,384,641,149673.7
202312,QOP,Greater Manchester ICB,1022630000,Freedom Cheadle Hulme Limited,SK4 3BY,E01005855,9486,362978.91,700.6,0,0,269,53,13,0,13,43,0,816,2285,362978.91
202312,QOP,Greater Manchester ICB,1022640000,Freedom  Heaton Mersey Limited,SK4 3BY,E01005855,17060,710512.97,1220.8,0,0,286,87,35,0,34,74,2,1136,4181,710512.97
202312,QOP,Greater Manchester ICB,1022650000,Freedom Mayfield Limited,M46 0BF,E01006244,8583,317844.55,703.6,0,0,135,53,33,0,18,23,1,600,1594,317844.55
202312,QOP,Greater Manchester ICB,1022660000,Freedom Mayfield Limited,M46 0BF,E01006244,20430,795935.43,1519.4,0,0,358,145,25,3,43,52,2,1383,3977,795935.43
202312,QWO,West Yorkshire ICB,1022820000,Whitecross Dental Care Limited,LS7 2BB,E01011671,51129,1672386.54,2022.2,0,0,302,203,82,8,48,46,3,2326,6063,1672386.54
202312,QYG,Cheshire and Merseyside ICB,1023020000,Newtown (no 1) Ltd,WA10 4HA,E01006880,18000,545239.52,712.4,0,0,230,76,7,0,15,32,1,1034,3249,545239.52
202312,QKS,Kent And Medway ICB,1023070000,Saimo Ltd,TN13 1XA,E01024471,17256,518059.59,835.2,3,57,341,70,6,1,19,16,0,1612,4326,518059.59
202312,QKS,Kent And Medway ICB,1023080000,Saimo Ltd,TN13 1XA,E01024471,3744,75260.93,37.8,0,0,0,1,0,0,0,29,0,8,92,1.05
202312,QHL,Birmingham and Solihull ICB,1023310000,Gentle Dental Care (EVESHAM)LTD,WR11 1AW,E01032343,300,9442.23,1,0,0,1,0,0,0,0,0,0,,54,9442.23
202312,QF7,South Yorkshire ICB,1023340001,TSJ Smile Limited t/a Royston Dental Practice,S71 4BY,E01007440,15875,606728.62,858,0,0,176,89,26,6,13,70,3,1096,3539,606728.62
202312,QGH,Herefordshire and Worcestershire ICB,1023370000,Gentle Dental Care (EVESHAM)LTD,WR11 1AW,E01032343,300,9442.23,1,0,0,1,0,0,0,0,0,0,1,126,9442.23
202312,QHM,North East and North Cumbria ICB,1023400000,Castle Dene Dental Surgery,SR8 1BW,E01020746,1,1.1,,,,,,,,,,,,107,1.1
202312,QHM,North East and North Cumbria ICB,1023410000,MR DC DANIELS,TS5 5PH,E01012057,1,1.1,,,,,,,,,,,,23,1.1
202312,QMM,Norfolk and Waveney ICB,1023420001,Beechcroft Dental Care Ltd,NR5 0RS,E01026917,11009,297742.46,516.6,1,157.4,181,42,22,0,6,13,1,999,2502,297742.46
202312,QHM,North East and North Cumbria ICB,1023460000,"Dr I Chandler, Mr G Venchard, Mr Y Nojib",NE33 1PD,E01008667,0,1.1,,,,,,,,,,,,88,1.1
202312,QHM,North East and North Cumbria ICB,1023470000,Owen & Berry,DH3 1LE,E01008175,0,1.1,,,,,,,,,,,,28,1.1
202312,QHM,North East and North Cumbria ICB,1023480000,Normanby Dental,TS6 0NQ,E01012145,0,1.1,,,,,,,,,,,,141,1.1
202312,QE1,Lancashire and South Cumbria ICB,1023500001,Chana and Thandi Dental,PR3 0ZB,E01025562,21787,672478.69,1435.2,3,0,632,112,21,2,27,21,6,1280,5754,672478.69
202312,QVV,Dorset ICB,1023580000,Smile Care Boscombe Ltd,BH1 4EX,E01015282,21610,642456.61,747,0,123.8,146,74,20,2,17,50,2,1322,3349,642456.61
202312,QVV,Dorset ICB,1023590000,Smile Dental Care Partnership,DT10 1BB,E01020459,13956,485371.78,423.4,0,0,197,35,7,0,5,22,0,622,2522,485371.78
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1023730000,Dumbledore Dental Care Ltd,BA13 3BW,E01032119,10177,283829.14,1162,0,0,146,60,113,1,17,50,0,988,2815,283829.14
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1023740000,Dumbledore Dental Care Ltd,SN8 1LT,E01031863,8900,248214.54,840.4,0,0,181,74,39,0,16,42,0,644,2428,248214.54
202312,QWO,West Yorkshire ICB,1024000000,Brighouse Temple Limited,HD6 1JL,E01010949,6082,105857.21,,,,,,,,,,,230,562,105856.16
202312,QKS,Kent And Medway ICB,1024050000,Island Dental Care Ltd,ME12 1UN,E01024612,5752,164074.1,500.2,0,0,104,73,16,0,6,21,0,810,1691,164074.1
202312,QKS,Kent And Medway ICB,1024060000,Island Dental Care Ltd,ME12 1UN,E01024612,1248,25088.1,48.4,0,0,1,1,0,0,1,27,0,21,145,1.1
202312,QYG,Cheshire and Merseyside ICB,1024130000,Embrace Orthodontics Limited,L24 9GB,E01006537,0,2786,,,,,,,,,,,248,140,2786
202312,QYG,Cheshire and Merseyside ICB,1024250000,AMK Orthodontics Limited,L10 2JA,E01007041,0,53531,,,,,,,,,,,277,94,53531
202312,QOP,Greater Manchester ICB,1024390000,Burton Healthcare Limited,M20 1JP,E01005275,15853,603657.1,1188.6,0,0,310,102,42,4,22,58,1,1454,3828,603657.1
202312,QOP,Greater Manchester ICB,1024400000,Burton Healthcare Limited,M20 1JP,E01005275,9049,289638.7,697,0,0,189,66,15,0,13,65,1,885,2695,289638.7
202312,QOP,Greater Manchester ICB,1024410000,Saud Healthcare Limited,M22 4FZ,E01005268,7422,311421.35,406.4,0,0,146,45,5,1,7,7,1,588,2047,311421.35
202312,QRL,Hampshire and Isle Of Wight ICB,1024520000,Harrison Dental Tadley Ltd,RG26 3PX,E01022555,12326,407888.77,1221,0,0,238,57,82,0,33,5,0,833,2596,407888.77
202312,QUA,Black Country ICB,1024570000,Princes End Dental Practice,DY4 0UB,E01010033,0,71760,,,,,,,,,,,39,,71760
202312,QUA,Black Country ICB,1024630000,MR M KHOJA,B19 2SX,E01008905,0,35880,44,0,0,3,2,7,0,0,0,0,81,,35880
202312,QWU,Coventry and Warwickshire ICB,1024650000,Mr R Osman & Mr AH Osman,CV2 4ED,E01009615,0,71760,23,0,0,4,3,2,0,0,0,0,90,2,71760
202312,QGH,Herefordshire and Worcestershire ICB,1024680000,MISS TJ WHITMORE,DY11 6LD,E01032470,0,71760,63.4,0,0,38,6,1,0,0,2,0,346,2,71760
202312,QUA,Black Country ICB,1024690000,Newtown Dental Practice,B19 2ER,E01008909,0,71760,32.4,0,0,6,3,3,0,0,2,0,136,21,71760
202312,QNX,Sussex ICB,1024740001,Ashkan Pitchforth and Manar Elalami,RH12 1SL,E01031636,21133,767047.36,1517.8,0,0,280,126,82,0,31,64,1,809,4466,767047.36
202312,QRL,Hampshire and Isle Of Wight ICB,1024820001,Marlfield Saint James Partnership,SO22 4NY,E01023263,45758,1802582.53,1951.6,0,0,881,133,28,0,33,113,2,3077,10532,1802582.53
202312,QKS,Kent And Medway ICB,1024830000,Pennypot Dental Practice Ltd,CT18 7BN,E01024541,3000,95107.54,152.2,0,0,97,8,0,0,1,16,0,579,926,95107.54
202312,QUA,Black Country ICB,1025030000,Mr Gill,DY4 7AR,E01009977,20167,524311.26,605,0,0,155,37,10,0,19,50,1,1010,2599,524311.26
202312,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1025040001,Chess House (UK) Limited,HP5 1DE,E01017792,15018,416088.06,710.6,1,65,333,41,7,0,9,94,0,1521,3466,416088.06
202312,QMF,North East London ICB,1025200001,Clements Road Dental,IG1 1BE,E01003689,25935,1121040.06,1296.4,0,0,286,126,41,6,22,97,5,1793,5907,1121040.06
202312,QNX,Sussex ICB,1025430000,MR K AMIRAZODY,TN34 3NW,E01021015,0,70830.25,62.6,0,0,18,10,1,0,0,8,1,88,222,1.1
202312,QKS,Kent And Medway ICB,1025440000,Northern Lights Partnership Ltd,ME13 8PG,E01024553,3744,75260.98,150.8,0,0,4,13,2,2,0,69,1,74,268,1.1
202312,QHM,North East and North Cumbria ICB,1025510000,Hartlepool Dental Practice Partnership,TS24 0JT,E01011993,24000,672987.75,489,0,0,63,41,9,0,20,15,0,628,2519,672987.75
202312,QXU,Surrey Heartlands ICB,1025640000,London Road Dental Practice,GU1 2AF,E01030455,1,15001.1,4,0,0,1,1,0,0,0,0,0,24,107,1.1
202312,QVV,Dorset ICB,1025710001,Dr R Mihoc,BH14 8UB,E01015453,6421,167283.3,477.4,0,0,99,20,32,0,13,2,0,168,1682,167283.3
202312,QWO,West Yorkshire ICB,1025770000,Whitecross Dental Care Limited,LS13 2ET,E01011336,69700,2233096.38,3368.2,0,0,742,305,123,5,71,161,6,3441,9423,2233096.38
202312,QOP,Greater Manchester ICB,1025880000,Little Lever Dental Practice Limited,BL3 1LR,E01004913,8000,286190.2,548.6,0,0,139,66,14,0,9,23,6,922,2544,270738.56
202312,QHL,Birmingham and Solihull ICB,1025900000,Heathfield Dental Surgery,B19 1JD,E01009047,0,2641,43.2,0,0,0,0,0,0,0,36,0,5,264,1
202312,QHL,Birmingham and Solihull ICB,1025910000,Castle Bromwich Dental Care,B36 0AY,E01010117,0,1,,,,,,,,,,,,23,1
202312,QHL,Birmingham and Solihull ICB,1025920000,RST Partnership (Mr R Tobin & Mrs R Tobin),B37 7TP,E01010130,0,12421,37.2,0,0,0,0,0,0,0,31,0,7,227,1
202312,QUA,Black Country ICB,1025930000,Amit A Duggal & Gurpreet K Duggal,B43 7NY,E01010359,0,12420,18,0,0,0,0,0,0,0,15,0,7,256,12420
202312,QUA,Black Country ICB,1025940000,MR T MOODLEY,B66 4AG,E01009927,0,17161,20.6,0,0,11,0,0,0,0,8,0,39,189,1
202312,QGH,Herefordshire and Worcestershire ICB,1025960000,MS S MESTRY,B98 9AA,E01032244,0,1561,2.4,1,0,0,0,0,0,0,3,0,1,12,1
202312,QWU,Coventry and Warwickshire ICB,1025990000,MRS MK DEOL,CV6 4HN,E01009593,0,3961,,,,,,,,,,,1,76,1
202312,QH8,Mid and South Essex ICB,1026000000,Heybridge Dental Ltd,CM9 4GD,E01021888,21357,765549.07,1137.4,0,0,288,72,19,2,37,67,0,1161,3116,765549.07
202312,QJK,Devon ICB,1026010001,Smile Care Plymouth Ltd,PL4 0NH,E01015181,11491,325409.4,1029.8,1,0,198,80,27,1,28,95,1,639,2802,325409.4
202312,QOQ,Humber and North Yorkshire ICB,1026050000,Smile Care United Limited,LS24 9AL,E01027919,10532,352586.06,407,0,0,158,24,9,0,8,30,0,517,1609,352586.06
202312,QWO,West Yorkshire ICB,1026160000,MR DI PETRUCCI,BD1 3BN,E01033691,1,208241.53,,,,,,,,,,,,,208241.53
202312,QWO,West Yorkshire ICB,1026170000,NSS Properties Ltd,BD18 3LA,E01033694,1,1,,,,,,,,,,,,,1
202312,QWO,West Yorkshire ICB,1026180000,Regent Orthodontics Limited,LS29 9EA,E01010695,1,216474,,,,,,,,,,,,,216474
202312,QF7,South Yorkshire ICB,1026190000,The Forum Practice Ltd,DN4 6NJ,E01007528,1,15518.53,,,,,,,,,,,7,20,15518.53
202312,QOQ,Humber and North Yorkshire ICB,1026200000,Haricovert Limited,DN14 6RX,E01012998,1,16196.97,,,,,,,,,,,,,16196.97
202312,QOQ,Humber and North Yorkshire ICB,1026210000,Pierce and Geddes Limited,HU17 9HL,E01013071,1,56402.4,,,,,,,,,,,18,7,56402.4
202312,QOQ,Humber and North Yorkshire ICB,1026220000,Quantum Ortho Limited,HU4 6AH,E01012777,1,24776.35,,,,,,,,,,,,,24776.35
202312,QWO,West Yorkshire ICB,1026230000,Whitecross Dental Care Limited,LS10 1QR,E01011467,1,123926.4,,,,,,,,,,,29,40,123926.4
202312,QWO,West Yorkshire ICB,1026240000,Whitecross Dental Care Limited,LS10 1QR,E01011467,1,37599.43,,,,,,,,,,,76,111,37599.43
202312,QMM,Norfolk and Waveney ICB,1026360000,The Dental Design Studio,NR32 1PA,E01030249,15000,528593.64,1004.4,0,0,650,89,11,0,0,27,0,2868,1839,528593.64
202312,QOQ,Humber and North Yorkshire ICB,1026440000,Helmsley Smiles Limited,YO62 5EZ,E01027781,8583,287432.71,591.6,0,0,183,52,10,1,10,53,1,423,2671,287432.71
202312,QMM,Norfolk and Waveney ICB,1026500000,Smile Care United Limited,NR2 3TU,E01026863,21875,770865.73,700.6,0,0,122,50,26,0,16,88,3,707,2605,770865.73
202312,QNQ,Frimley ICB,1026580000,Mr S Bhatia and Mrs A Brogan,SL6 7AR,E01016529,1,1.1,,,,,,,,,,,,,1.1
202312,QMM,Norfolk and Waveney ICB,1026590000,Smile Care United Limited,PE30 1DD,E01026699,21875,770865.73,,,,,,,,,,,,,770865.73
202312,QMM,Norfolk and Waveney ICB,1026610000,Smile Care United Limited,PE30 1DD,E01026699,21875,770865.73,741.8,2,0,261,39,12,1,22,29,0,2133,2803,770865.73
202312,QWO,West Yorkshire ICB,1026620000,MR HR LETUKA,WF8 1DF,E01011837,13394,448420.34,853.4,0,0,139,109,33,3,15,17,2,454,2161,448420.34
202312,QJM,Lincolnshire ICB,1026690000,MR TG OYEDELE,LN12 1DP,E01026073,0,200340,28.8,0,0,0,0,0,0,0,24,0,23,544,200340
202312,QWO,West Yorkshire ICB,1026700000,Dental Care Centre Ltd,WF14 0HW,E01011220,9414,421823.45,494.2,0,0,141,55,26,2,1,26,1,833,1435,421823.45
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1026730000,Zaar Abbasi and Bibi Fatima Ali,ST3 1HD,E01014302,22134,575539.44,982.4,0,0,320,86,37,0,14,32,2,1164,3302,575539.44
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1026820000,Kazi Tooth Service Ltd,ST2 0BJ,E01014221,20205,606015.41,1402.4,0,0,403,114,47,8,23,62,5,1620,3590,606015.41
202312,QKS,Kent And Medway ICB,1026850000,Mr Kunal Shah,BR8 7AP,E01024482,0,10953.05,21.8,0,0,0,4,1,0,0,4,0,12,88,1.05
202312,QYG,Cheshire and Merseyside ICB,1026860000,Amir Rezvani,SK12 1LA,E01018655,5520,166429.9,243.8,0,0,80,22,5,0,3,19,3,216,922,166429.9
202312,QWE,South West London ICB,1026870000,Sonita Koshal,RH16 1RR,E01031773,0,8809.89,,,,,,,,,,,,,8809.89
202312,QHM,North East and North Cumbria ICB,1026900000,SRDP,NE33 4AR,E01008668,1,1.1,101,0,0,3,31,1,0,0,0,0,11,128,1.1
202312,QM7,Hertfordshire and West Essex ICB,1026910000,Bancroft Dental Practice,SG5 1LH,E01023616,6300,214341.77,,,,,,,,,,,,,214341.77
202312,QOQ,Humber and North Yorkshire ICB,1026920000,Thirsk Smiles Limited,YO7 1DA,E01027630,9690,324504.74,288.4,0,0,64,36,7,0,6,7,1,630,2227,324504.74
202312,QNQ,Frimley ICB,1026930000,Smile Care (Dental) Ltd,SL1 1EQ,E01032730,1,67387.33,,,,,,,,,,,3,49,1.1
202312,QKS,Kent And Medway ICB,1026940000,Mr Amit Vaidya and Mrs Shilpa Vaidya,TN9 1EP,E01024732,1000,27016.41,38.6,0,0,18,4,1,0,0,3,0,155,107,27016.41
202312,QKS,Kent And Medway ICB,1026950000,Mr Amit Vaidya and Mrs Shilpa Vaidya,TN9 1EP,E01024732,1248,25088.1,,,,,,,,,,,,3,1.1
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1027010000,PK Patel Quality Services Ltd,LE5 5HJ,E01013762,15000,388185.95,1286.2,0,0,137,84,65,0,41,56,2,929,2236,388185.95
202312,QHL,Birmingham and Solihull ICB,1027060000,MR FL MOHAMED,B9 5QJ,E01009331,0,71760,38.4,0,0,13,6,1,0,0,2,0,135,3,71760
202312,QHL,Birmingham and Solihull ICB,1027080000,MR D CHACKO,B36 0LN,E01010145,0,35880,12,0,0,0,0,0,0,1,0,0,45,2,35880
202312,QUA,Black Country ICB,1027090000,The D:NTAL Clinic,B70 6PJ,E01010107,0,71760,27.2,0,0,11,5,0,0,0,1,0,115,4,71760
202312,QUA,Black Country ICB,1027100000,Pentwyn Dental Surgery,B70 0PX,E01009991,0,35880,3,0,0,0,1,0,0,0,0,0,19,9,35880
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1027120000,Edward and Richard Cully,ST4 1AR,E01014293,0,71760,,,,,,,,,,,14,15,71760
202312,QWU,Coventry and Warwickshire ICB,1027130000,Camphill Dental Practice,CV10 0JL,E01031073,0,38856.05,7,0,0,1,0,0,0,0,5,0,2,8,38856.05
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1027140000,Primecare Oral Heatlh Services Ltd,ST4 1AT,E01014293,0,1,,,,,,,,,,,,,1
202312,QHL,Birmingham and Solihull ICB,1027150000,Solihull Dental Centre & Implant Clinic,B91 3SJ,E01010192,0,35880,13,0,0,3,0,2,0,0,0,0,53,,35880
202312,QOC,"Shropshire, Telford and Wrekin ICB",1027160000,Dental Monkey Wem LLP,SY4 5ER,E01028886,0,71760,9.2,0,0,0,1,1,0,0,1,0,178,6,71760
202312,QHM,North East and North Cumbria ICB,1027170000,Silver and Charlton,SR1 1QH,E01008703,1,1.1,,,,,,,,,,,,7,1.1
202312,QHM,North East and North Cumbria ICB,1027180000,Silver and Charlton,SR1 1QH,E01008703,1,1.1,653,0,0,2,1,0,0,0,540,0,321,4058,1.1
202312,QUY,"Bristol, North Somerset and South Gloucestershire ICB",1027220000,SGA Services Ltd T/As Twindent Dental Care,BS10 6BB,E01014690,11334,381587.17,884,2,0,124,74,49,1,23,15,0,649,1878,360787.17
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1027250000,JDRM Dental Care Ltd,LE11 2AG,E01025699,25000,831433.75,1362.8,0,0,280,94,22,8,30,229,0,1263,3998,831433.75
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1027290000,JDRM Dental Care Ltd,LE13 1NW,E01025894,25000,831433.75,1431.2,0,0,397,201,26,0,14,111,0,1157,4918,831433.75
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1027300000,JDRM Dental Care Ltd,LE1 7BA,E01013646,25000,831433.75,1079.8,0,0,144,92,20,3,16,289,0,1019,4128,831433.75
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1027310000,JDRM Dental Care Ltd,LE3 0BD,E01013774,25000,831433.75,1420.8,0,0,135,70,34,1,35,399,0,1212,4593,831433.75
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1027320000,JDRM Dental Care Ltd,LE15 6AY,E01013799,25000,831433.75,1525.2,0,0,479,181,43,5,10,111,0,1722,5121,831433.75
202312,QE1,Lancashire and South Cumbria ICB,1027340000,Dr David Reed,FY1 3EJ,E01012737,8068,296309.56,446.2,0,0,111,26,2,0,18,26,0,477,1932,296309.56
202312,QE1,Lancashire and South Cumbria ICB,1027350000,Dr Adam Parkinson,FY1 3EJ,E01012737,8068,296309.56,523.4,1,0,82,21,21,4,18,17,1,537,1790,296309.56
202312,QJK,Devon ICB,1027360000,MR MI STEWART,EX5 2UX,E01019893,2000,61476.74,73.8,0,174.2,60,3,0,0,0,4,0,799,1520,61476.74
202312,QR1,Gloucestershire ICB,1027370000,opaleye & middlefell ltd,GL1 3HF,E01022311,3000,95510.26,74,0,0,12,7,1,0,3,0,0,281,291,95510.26
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1027380000,Westcoast Pvt Limited,BS31 2NB,E01014403,7500,238775.66,719.4,0,0,231,101,27,0,2,22,0,642,1603,238775.66
202312,QPM,Northamptonshire ICB,1027470000,Dentalcare (Southern) Limited,NN13 7EP,E01027264,15000,437542.91,1114,0,0,358,135,17,1,15,65,1,1776,3065,437542.91
202312,QWO,West Yorkshire ICB,1027480000,OASIS DENTAL CARE LTD,BD21 2AU,E01010710,40807,1366132.1,2337,1,0,962,212,36,5,27,140,12,2985,8000,1366132.1
202312,QUA,Black Country ICB,1027490000,MR MA ILYAS,WV10 6BA,E01010434,0,16604,68.2,0,0,3,6,2,0,2,11,0,37,161,1
202312,QUA,Black Country ICB,1027500000,Pentwyn Dental Surgery,B70 0PX,E01009991,0,1,,,,,,,,,,,,17,1
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1027540000,Dentalcare Marlborough Limited,SN8 1HQ,E01031865,10000,318367.54,952.2,0,0,256,95,58,0,7,31,0,714,1794,318367.54
202312,QF7,South Yorkshire ICB,1027550000,765 Dental Care,S7 2BG,E01008046,3,29430,31.8,0,0,0,1,0,0,0,24,0,10,111,29430
202312,QOQ,Humber and North Yorkshire ICB,1027580000,Andrew Jones Dental Practice Ltd,YO51 9HS,E01027644,3,94830,27.6,0,0,0,0,0,0,0,23,0,8,133,94830
202312,QWO,West Yorkshire ICB,1027630000,Clayton Dental Practice Ltd,BD14 6RH,E01010634,3,129492,82.8,0,0,0,0,0,0,0,69,0,18,394,129492
202312,QF7,South Yorkshire ICB,1027640000,V. Orliaklis Limited,S9 4LP,E01007906,3,442104,247.6,0,0,35,17,4,0,0,118,0,208,790,442104
202312,QF7,South Yorkshire ICB,1027650000,V. Orliaklis Limited,S9 4LP,E01007906,3,442104,144.2,0,0,11,13,4,1,0,56,0,257,749,442104
202312,QOQ,Humber and North Yorkshire ICB,1027660000,Exchange Street Practice Ltd,YO25 6BQ,E01012977,3,100716,98.2,0,0,1,0,0,0,0,81,0,27,437,100716
